vote_id	S057	S118	S127	S131	S136	S153	S166	S172	S173	S174	S176	S182	S184	S197	S198	S212	S221	S223	S229	S236	S247	S252	S253	S254	S257	S258	S259	S260	S261	S266	S270	S275	S277	S282	S284	S287	S288	S289	S290	S293	S295	S299	S300	S301	S303	S305	S306	S307	S308	S309	S310	S311	S312	S313	S314	S316	S317	S318	S319	S320	S321	S322	S323	S324	S325	S326	S327	S330	S331	S332	S337	S338	S339	S340	S341	S342	S343	S344	S345	S346	S347	S348	S349	S350	S351	S352	S353	S354	S355	S356	S357	S358	S359	S360	S361	S362	S363	S364	S365	S366	S367	S368	S369	S370	S371
s198-113.2014	0	-1	0	0	0	-1	0	0	0	-1	0	0	-1	-1	0	-1	0	0	0	-1	0	-1	0	-1	0	0	0	-1	-1	-1	0	0	0	0	0	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	0	0	0	0	-1	0	0	0	0	0	-1	-1	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	0	-1	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0
s199-113.2013	0	-1	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	-1	0	0	0	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	0	0	0	0	-1	0	0	0	0	0	-1	-1	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	0	-1	-1	0	0	0	0	0	0	-1	0	0	-1	0	0	0
s199-113.2014	0	-1	0	0	0	-1	0	0	0	-1	0	0	-1	-1	0	-1	0	0	0	-1	0	-1	0	-1	0	0	0	-1	-1	-1	0	0	0	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	0	0	0	0	-1	0	0	0	0	0	-1	-1	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	-1	-1	0	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	0	0	-1	0	-1	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0
s2-113.2013	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	-1	0	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0
s2-113.2014	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	-1	0	0	0	0	0	-1	0	0	0	-1	0	0	0	-1	-1	-1	0	0	0	0	0	-1	0	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	-1	0	0	0	0	0	-1	-1	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	-1	0	-1	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0
s20-113.2013	0	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0
s20-113.2014	0	0	0	0	0	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	0	-1	0	0	-1	0	0	0	0	0	0	-1	-1	0	0	-1	0	0
s200-113.2013	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0
s200-113.2014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s201-113.2013	0	0	0	0	-1	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0
s201-113.2014	0	-1	0	0	0	-1	0	0	0	-1	0	0	-1	-1	0	-1	0	0	0	-1	0	-1	0	-1	0	0	0	-1	-1	-1	0	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	-1	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	-1	0	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	0	0	0	-1	0	-1	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0
s202-113.2013	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	-1	-1	0	0	0	0	0	-1	0	0	0	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	0	0	-1	0	-1	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0
s202-113.2014	0	-1	0	0	0	-1	0	0	0	-1	0	0	-1	-1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	0	0	-1	0	-1	-1	0	0	0	0	-1	0	0	0	0	0	-1	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	-1	-1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
s203-113.2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s203-113.2014	0	-1	0	0	0	-1	0	0	0	-1	0	0	-1	-1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	0	0	-1	0	-1	-1	0	0	0	0	-1	0	0	0	0	0	-1	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
s204-113.2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s204-113.2014	0	-1	0	0	0	-1	0	0	0	-1	0	0	-1	-1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	0	0	-1	0	-1	-1	0	0	0	0	-1	0	0	0	0	0	-1	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
s205-113.2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s205-113.2014	0	-1	0	0	0	-1	0	0	0	-1	0	0	-1	-1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	0	0	-1	0	-1	-1	0	0	0	0	-1	0	0	0	0	0	-1	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
s206-113.2013	0	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0	-1	0	0	0	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0
s206-113.2014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s207-113.2013	0	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	-1	-1	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	0	0	-1	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0
s207-113.2014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s208-113.2013	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	-1	0	-1	0	0	0	-1	0	-1	0	-1	0	0	0	-1	-1	-1	0	0	0	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	0	0	0	0	-1	0	0	0	0	0	-1	-1	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	0	-1	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0
s208-113.2014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s209-113.2013	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	-1	0	-1	0	0	0	-1	0	-1	0	-1	0	0	0	-1	-1	-1	0	0	0	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	0	0	0	0	-1	0	0	0	0	0	-1	-1	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	0	-1	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0
s209-113.2014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s21-113.2013	0	1	0	0	0	-1	0	0	0	-1	0	0	-1	-1	-1	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	-1	-1	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	0	0	0	0	-1	0	0	0	0	0	-1	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	0	-1	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0
s21-113.2014	0	0	0	0	0	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	0	0	0	-1	-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	-1	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	-1	0	0	0	-1	-1	0	-1	0	-1	-1	-1	0	0	-1	0	0	-1	0	0	0	0	0	-1	-1	-1	0	0	-1	-1	0
s210-113.2013	0	-1	0	0	-1	-1	0	0	0	-1	0	0	-1	-1	0	-1	0	0	0	-1	0	-1	0	-1	0	0	0	-1	-1	-1	0	0	0	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	0	0	0	0	-1	0	0	0	0	0	-1	-1	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	0	-1	-1	0	0	0	0	0	0	-1	0	0	-1	0	0	0
s210-113.2014	0	-1	0	0	0	-1	0	0	0	-1	0	0	-1	-1	0	-1	0	0	0	-1	0	-1	0	-1	0	0	0	-1	-1	-1	0	0	0	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	0	0	0	0	-1	0	0	0	0	0	-1	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	0	-1	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0
s211-113.2013	0	-1	0	0	-1	-1	0	0	0	-1	0	0	-1	-1	0	-1	0	0	0	-1	0	-1	0	-1	0	0	0	-1	-1	-1	0	0	0	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	0	0	0	0	-1	0	0	0	0	0	-1	-1	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	0	-1	-1	0	0	0	0	0	0	-1	0	0	-1	0	0	0
s211-113.2014	0	-1	0	0	0	-1	0	0	0	-1	0	0	-1	-1	0	-1	0	0	0	-1	0	-1	0	-1	0	0	0	-1	-1	-1	0	0	0	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	0	0	0	0	-1	0	0	0	0	0	-1	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	0	-1	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0
s212-113.2013	0	-1	0	0	-1	-1	0	0	0	-1	0	0	-1	-1	0	-1	0	0	0	-1	0	-1	0	-1	0	0	0	-1	-1	-1	0	0	0	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	0	0	0	0	-1	0	0	0	0	0	-1	-1	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	0	-1	-1	0	0	0	0	0	0	-1	0	0	-1	0	0	0
s212-113.2014	-1	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	0	0	-1	0	0	-1	0	-1	0	0	0	-1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	0	-1	0	0	-1	-1	-1
s213-113.2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s213-113.2014	-1	0	0	-1	0	0	0	-1	0	0	-1	-1	0	0	-1	0	-1	-1	-1	0	-1	0	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	0	0	-1	-1	0	-1	0	0	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	0	-1	0	0	-1	-1	-1
s214-113.2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	-1	0	-1	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0
s214-113.2014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s215-113.2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	-1	0	0	0	0	0	-1	0	-1	0	0	0	0	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0
s215-113.2014	0	-1	0	0	0	-1	0	0	0	-1	0	0	-1	-1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	-1	-1	0	0	0	0	0	-1	0	-1	-1	-1	0	-1	-1	0	-1	-1	0	0	0	0	-1	0	0	0	0	0	-1	-1	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	0	-1	0	-1	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0
s216-113.2013	0	-1	0	0	-1	-1	0	0	0	-1	0	0	-1	-1	-1	-1	0	0	0	0	0	-1	0	-1	0	0	0	-1	-1	-1	0	0	0	0	0	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	0	0	0	0	-1	0	0	0	0	0	-1	-1	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	0	-1	-1	0	0	0	0	0	0	-1	0	0	-1	0	0	0
s216-113.2014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s217-113.2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s217-113.2014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s218-113.2013	0	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	-1	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s218-113.2014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	-1	0	-1	0	0	-1	-1	0
s219-113.2013	0	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	-1	0	0	0	0	0	-1	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0
s219-113.2014	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	-1	-1	-1	-1	0	0	-1	0	0	0	-1	0	-1	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0
s22-113.2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s22-113.2014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s220-113.2013	-1	0	-1	-1	0	0	0	-1	0	0	-1	-1	0	0	-1	0	-1	-1	-1	0	-1	0	-1	0	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	-1	0	0	0	0	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	0	-1	0	0	-1	0	0
s220-113.2014	0	-1	0	0	-1	-1	0	0	0	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	0	0	0	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	0	0	0	0	-1	-1	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	0	-1	-1	0	0	-1	0	0	-1	-1	-1	0	0	-1	-1	0
s221-113.2013	0	-1	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	-1	0	0	0	0	0	-1	0	0	-1	-1	0	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	0	-1	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0
s221-113.2014	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	-1	-1	0	-1	-1	-1	-1	0	-1	-1	-1	0	0	-1	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0
s222-113.2013	0	-1	0	0	-1	-1	0	0	0	-1	0	0	-1	-1	0	-1	0	0	0	0	0	-1	0	-1	0	0	0	-1	-1	-1	0	0	0	0	0	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	0	0	0	0	-1	0	0	0	0	0	-1	-1	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	0	-1	-1	0	0	0	0	0	0	-1	0	0	-1	0	0	0
